rating,date,review,likes,user_name,user_nb_reviews,user_nb_photos,cinéma,language
5,2024-10-22T09:18:45.429Z,,0,Laurent Decottignies,3,2,UGC Ciné Cité Bercy,fr
5,2022-02-06T17:27:53.536Z,"C'est un cinéma UGC avec une très bonne suggestion de films. Il est bien situé, dans le quartier de Bercy. On y accède facilement par la station cour saint Émilion.
La grande majorité des salles sont très bien. Les écrans sont tous grands.
A noter que la grande majorité des films étrangers sont en version originale sous-titrée en français. Très bon cinéma",0,Zacharie Montfort (bluezac75),16,3,UGC Ciné Cité Bercy,fr
3,2024-10-21T18:32:02.192Z,"Le cinéma est doté de plusieurs belles et grandes salles , malheureusement le tarif est beaucoup trop élevé environ 12,50 € la place...",0,Isy Majbruch,594,4305,UGC Ciné Cité Bercy,fr
5,2024-10-21T14:21:06.308Z,"Juste excellent, très bien située, salles confortables et propre et l'environnement et top👌🇫🇷👍.",0,Paris Univers,1193,42576,UGC Ciné Cité Bercy,fr
4,2024-10-21T13:04:39.696Z,L'entrée du ciné n'est pas évidente à trouver lorsqu'on n'a pas l'habitude,0,Manuella M,33,42,UGC Ciné Cité Bercy,fr
5,2024-10-20T18:07:52.140Z,"Très grand, généralement propre.",0,GAPJO,26,0,UGC Ciné Cité Bercy,fr
4,2024-10-20T16:51:41.046Z,,0,Amine Herradi,12,0,UGC Ciné Cité Bercy,fr
5,2024-10-20T16:39:05.419Z,,0,David MENEZO,5,0,UGC Ciné Cité Bercy,fr
3,2024-10-20T15:24:49.366Z,"Ça fait plusieurs fois que je viens dans ce cinéma et à chaque fois je manque de me casser la figure dans les toilettes du bas.
C’est hyper sale et glissant",1,Chloé Lestang,21,0,UGC Ciné Cité Bercy,fr
5,2017-03-26T14:41:52.370Z,"Équipe super sympa !
Cinéma très agréable,pour aller voir des films
Avec un parc à côté",1,LAURENT BICHOTTE,455,8458,UGC Ciné Cité Bercy,fr
5,2024-05-15T09:30:24.760Z,,0,franck valentin,25,244,UGC Ciné Cité Bercy,fr
4,2024-10-19T11:01:28.181Z,,0,cemal ayaz,49,4,UGC Ciné Cité Bercy,fr
5,2024-10-18T18:55:10.193Z,Très bon multiplex,0,Rui Jorge Bras Duarte Carreira,149,190,UGC Ciné Cité Bercy,fr
2,2024-10-18T14:13:57.161Z,"J’ai l’habitude de venir à UGC qui est de base toujours correct mais ce jour là on a eu un accueil très désagréable.
Le vendeur au stand confiseries n’avait clairement pas envie d’être là, on était obligé de commander vite et tout en même temps pour qu’il ne fasse pas des « aller-retours » sur son stand. Je précise qu’il l’a dit d’un ton très désagréable et j’en passe des commentaires qu’il a fait par la suite. C’est totalement ridicule car c’est littéralement son travail et que le stand ne fait pas 3km… surtout qu’il n’y avait quasiment personne qui attendait à part nous et un groupe. Je n’ai même pas eu besoin de le dire aux personnes qui m’accompagnaient on a tous ressenti la même chose.",1,Vanida,45,49,UGC Ciné Cité Bercy,fr
4,2024-10-17T04:24:44.639Z,,0,Sandrine Sulmont,8,3,UGC Ciné Cité Bercy,fr
4,2024-10-16T21:03:07.334Z,Cinema,0,carlos amado,46,41,UGC Ciné Cité Bercy,fr
5,2024-10-15T16:49:58.291Z,,0,Jean Nicolas Tirlo,19,183,UGC Ciné Cité Bercy,fr
3,2024-10-15T12:56:32.360Z,"Ne peux noter moins ou plus n'ayant pas pu aller voir de film souhaiter car que en VOSTF, et pas envie de sous titre pour voir un film en soirée",0,Ben Delcourt,75,29,UGC Ciné Cité Bercy,fr
5,2024-10-14T21:09:26.060Z,Bien. Salle propre.,0,FRANK RASCLAS,32,27,UGC Ciné Cité Bercy,fr
5,2024-10-12T20:24:58.933Z,Les salles sont propres et la qualité est la,0,Denis Celik,31,136,UGC Ciné Cité Bercy,fr
5,2024-10-11T20:34:39.461Z,,0,candice carpentier,16,8,UGC Ciné Cité Bercy,fr
5,2024-10-11T17:14:19.960Z,,0,Jessi Gln,5,7,UGC Ciné Cité Bercy,fr
5,2024-10-11T11:48:18.118Z,,0,Bertrand Dupon,8,1,UGC Ciné Cité Bercy,fr
4,2024-10-09T21:29:46.127Z,"Je ne sais pas si c'est de la chance mais à chaque fois que je viens voir un film j'ai la place que je veux et la salle et a moitié vide donc plus calme :)
Dommage qu'à chaque nouvelle séance, il y a pas un service de nettoyage car souvent il y a du pop-corn, bouteille vide et papier partout.
Ça reste un bon cinéma 👍🏻",1,Alexoxo,69,22,UGC Ciné Cité Bercy,fr
5,2024-10-09T20:04:19.023Z,,0,Anissa Dif,16,0,UGC Ciné Cité Bercy,fr
5,2024-10-09T19:49:51.360Z,,0,Camille Mazars,26,12,UGC Ciné Cité Bercy,fr
5,2024-10-08T17:45:39.482Z,,0,Cassandre Filippini,14,5,UGC Ciné Cité Bercy,fr
5,2024-10-08T17:35:16.562Z,Tres compliche,0,Vasilica Matei,45,40,UGC Ciné Cité Bercy,fr
1,2023-02-13T15:45:30.792Z,"je hais ce cinéma . il s’est dégradé au fil du temps . Le personnel n’est pas sympa , les wc sont sales . Et je ne connaissais pas leur nouveau règlement que  la nourriture est interdite . J’ai été interdite d’accès aux salles parce que j’avais une barquette de sushi que je n’avais même pas l’intention de consommer. les règles , les restrictions encore plus , toujours plus .. bref, je déteste ce cinéma .",2,djeydjey Boo,22,0,UGC Ciné Cité Bercy,fr
5,2024-09-02T22:35:28.449Z,,0,Lune Moon,10,7,UGC Ciné Cité Bercy,fr
5,2024-10-07T12:13:40.840Z,,0,Fred,27,6,UGC Ciné Cité Bercy,fr
5,2024-10-07T02:57:44.700Z,,0,Florian russo,50,2,UGC Ciné Cité Bercy,fr
5,2024-10-06T20:58:45.411Z,,0,Chafik Bakour,26,15,UGC Ciné Cité Bercy,fr
4,2024-10-06T19:31:40.950Z,Une trentaine de salles pour ce cinéma très bien placé au village de Bercy. Beaucoup de nouveautés y sont projetées. Prix assez doux mais avec la carte UGC. Par contre les friandises et autres boissons sont hors de prix. Je recommande,0,Dr. Saad,128,244,UGC Ciné Cité Bercy,fr
3,2024-10-06T17:01:51.904Z,,0,Angela Bokolombe,12,1,UGC Ciné Cité Bercy,fr
4,2024-10-06T13:22:21.734Z,Super sympa et propre,0,maëva dillou,31,2,UGC Ciné Cité Bercy,fr
5,2024-10-05T20:56:02.971Z,Super lieu,0,Paul Fages,7,0,UGC Ciné Cité Bercy,fr
4,2024-10-05T20:36:03.891Z,,0,Marie - Nicole N'da,23,3,UGC Ciné Cité Bercy,fr
5,2024-10-05T11:52:19.232Z,Cine pas cher.,0,Ludovic Sananikone,76,24,UGC Ciné Cité Bercy,fr
4,2023-07-02T19:14:26.808Z,,0,Louis Susset,8,0,UGC Ciné Cité Bercy,fr
5,2024-10-04T13:39:22.730Z,"J'adore fréquenter le cinéma UGC Ciné Cité Bercy, l'expérience y est toujours agréable. Les salles sont spacieuses, bien entretenues et équipées de sièges confortables, ce qui rend chaque séance très plaisante. La qualité sonore et visuelle est impeccable. Le personnel est accueillant et toujours à l'écoute, ce qui rend le moment encore plus agréable. De plus, la carte UGC illimitée permet de profiter d'une large sélection de films à un prix abordable, un vrai plus pour les amateurs de cinéma ! Je recommande vivement !",1,Chorouk TABIAT,6,7,UGC Ciné Cité Bercy,fr
5,2024-10-03T12:27:32.235Z,Un tres grand choix de films tres bien agence,0,Xavier Mortauxcons,278,140,UGC Ciné Cité Bercy,fr
5,2024-10-03T02:33:07.860Z,,0,Aurelie M,31,29,UGC Ciné Cité Bercy,fr
4,2024-10-01T21:36:47.514Z,"Cinéma toujours à des prix abordables et pas excessifs comme d'autres.  Beaucoup de salles, de choix de films, personnel toujours agréable, c'est mon cinéma préféré",0,EPSILON,10,0,UGC Ciné Cité Bercy,fr
3,2024-10-01T16:51:10.368Z,,0,MimiO,42,28,UGC Ciné Cité Bercy,fr
4,2024-09-30T19:56:19.454Z,,0,Marie Anne,6,5,UGC Ciné Cité Bercy,fr
5,2024-09-30T15:57:41.396Z,,0,Pierre BUREL,36,0,UGC Ciné Cité Bercy,fr
5,2024-09-30T09:04:46.720Z,"Agréable complexe cinéma, beaucoup de choix de films en VO, accueil agréable, en plus dans un quartier attractif.",0,Christine Bécaud,33,16,UGC Ciné Cité Bercy,fr
5,2024-09-29T21:19:42.084Z,"Cinéma très grand et propre, bien placé par rapports aux restaurants et au parking de Bercy Village.",0,Farzad Farid,373,405,UGC Ciné Cité Bercy,fr
5,2024-09-29T18:32:24.038Z,,0,Gonzalo Pena Vilches,11,0,UGC Ciné Cité Bercy,fr
4,2024-09-29T09:05:12.876Z,,0,Nani Nani,38,21,UGC Ciné Cité Bercy,fr
5,2020-08-25T20:50:05.241Z,,0,trac cuong quan,10,39,UGC Ciné Cité Bercy,fr
4,2024-09-23T18:44:23.456Z,,0,Déborah,27,161,UGC Ciné Cité Bercy,fr
5,2024-09-21T18:25:30.066Z,,0,Julien Cornuel,26,0,UGC Ciné Cité Bercy,fr
4,2024-09-21T18:01:15.286Z,"Watched movie here during late afternoon on a weekday. Only a few watching.
Clean, good picture and sound but very little leg room",0,Daniel P,24,56,UGC Ciné Cité Bercy,fr
5,2024-09-21T16:25:10.785Z,,0,Marie d'Avezac,60,10,UGC Ciné Cité Bercy,fr
5,2024-09-20T18:56:52.425Z,,0,Ivan Groza,5,0,UGC Ciné Cité Bercy,fr
5,2019-04-10T19:06:56.704Z,vraiment un lieu pour passer des très bonnes moment personnes très sympa et professionnelles,1,Gabriel Antonio Jara,147,366,UGC Ciné Cité Bercy,fr
1,2024-09-19T15:27:19.560Z,La musique de supermarché dans la salle c'est non 🤢,0,id F,11,0,UGC Ciné Cité Bercy,fr
5,2024-09-17T12:34:46.472Z,top,0,Vanessa DUARTE,17,3,UGC Ciné Cité Bercy,fr
5,2024-09-16T15:35:00.864Z,,0,Angelique Renard,76,410,UGC Ciné Cité Bercy,fr
1,2024-09-16T06:30:26.935Z,"Nous étions ravis de passer un début d’après-midi tranquille au cinéma ce dimanche. Mais apparemment, le personnel avait d’autres plans. Mention spéciale à l’homme grand, brun, à lunettes et tatoué, qui a jugé bon de nous mépriser à chaque échange. Il est fascinant de voir autant de condescendance en si peu de temps. Résultat : pas de film, juste une démonstration de leur talent pour l’antipathie.

On n'y retournera pas, et si vous cherchez un peu de respect, passez votre chemin.",2,Alizée,11,1,UGC Ciné Cité Bercy,fr
1,2024-09-15T08:01:11.816Z,"Lieu froid, industriel, triste. Aucun accueil, aucun humain, sinistre, le cinéma n’a plus la chaleur qu’on aimerait y trouver",0,Antoine Maiffret,16,1,UGC Ciné Cité Bercy,fr
4,2024-09-15T06:56:33.858Z,,0,Alessandro Zin,1,0,UGC Ciné Cité Bercy,fr
5,2024-09-14T20:29:41.424Z,,0,Chris94 christophe.dalat@sfr.fr,9,3,UGC Ciné Cité Bercy,fr
5,2024-09-14T15:23:54.345Z,,0,Planeix Olivier,5,0,UGC Ciné Cité Bercy,fr
5,2019-11-01T12:33:47.781Z,"Toujours au max ce cinéma sans rire! On ressort du documentaire d'Inoxtag, il FAUT ABSOLUMENT ALLER LE VOIR!",0,Gigif F (“Gigi”),310,80,UGC Ciné Cité Bercy,fr
4,2024-09-14T12:10:19.723Z,,0,Joris Moreau,11,5,UGC Ciné Cité Bercy,fr
4,2024-09-14T08:56:04.536Z,Toujours au top !,0,Ouminassiba Chaehoi,13,3,UGC Ciné Cité Bercy,fr
5,2024-09-10T20:04:30.991Z,"Cinéma propre, siège confortable. Le plus est le cour saint Émilion : plein de resto le temps de patienter ou des boutiques pour flâner. En revanche, très difficile de stationner autour.",0,Anny Comment,52,21,UGC Ciné Cité Bercy,fr
1,2024-08-24T16:44:52.628Z,"L’accueil est de pire en pire. On nous ordonne d’ouvrir les sacs sans bonjour, ni merci, ni au revoir… Qu’il y ait eu des abus pour de la nourriture ramenée de l’extérieur je veux bien, mais n’oubliez pas que vos clients viennent vous voir pour passer un bon moment de divertissement. L’expérience cinéma c’est du début à la fin.",1,Antoine,9,1,UGC Ciné Cité Bercy,fr
5,2024-08-23T21:01:43.320Z,"Franchement c'est propre, bon accueil, qualité",0,Mathieu LEONARDI,16,6,UGC Ciné Cité Bercy,fr
5,2024-08-23T17:42:55.094Z,,0,Ilona,27,1,UGC Ciné Cité Bercy,fr
3,2024-08-23T17:31:47.307Z,"C'est un chouette cinéma mais les pop corn étaient vraiment pas bons
Collants, pas frais",1,Emmanuel Girard (Emmgi),678,1053,UGC Ciné Cité Bercy,fr
5,2024-08-22T05:41:58.946Z,,0,alain Moisson (“Paul 21”),74,63,UGC Ciné Cité Bercy,fr
1,2024-08-21T11:02:05.058Z,"Profondément déçu par le service client d’UGC.
Fidèle abonné UGC Illimité depuis 10 ans, ayant parrainé plus de dix personnes à souscrire à l’abonnement, et n’ayant jamais rencontré de problème de paiement, je découvre hier en arrivant au cinéma que mon compte est bloqué pour une prétendue dette de 67€, dont je n'avais absolument pas connaissance. Naturellement, aucune assistance sur place, tout doit se faire par téléphone.

Le lendemain, je contacte le service client et j’apprends qu’un prélèvement pour le mois d’août aurait été refusé – fait dont je n'ai jamais été informé. Pire encore, cela a engendré automatiquement des frais supplémentaires de 20€ pour rejet de paiement – soit presque le montant d’une mensualité – qui, selon le service, ne peuvent en aucun cas être annulés, même si la situation est régularisée immédiatement.

Je trouve inacceptable que ces frais de 20€ soient imposés de manière irrévocable, alors que de nombreuses raisons indépendantes de la volonté du client peuvent expliquer un rejet de paiement. De plus, je n'ai jamais été informé de l’existence de ces frais. À la place, je continuais à recevoir des emails d’UGC vantant mes points de fidélité et me proposant des films.

Compte tenu de mon ancienneté et de ma fidélité, je m’attendais à un geste commercial de la part d’UGC pour régulariser la situation. Malheureusement, il semble que 10 ans d’abonnement et des milliers d’euros dépensés n’aient aucune valeur à leurs yeux. Sans le paiement des 20€, UGC menace purement et simplement de résilier mon abonnement. Une attitude déplorable et indigne de la relation client que je m’attendais à recevoir.",1,Victor Mitraud,3,0,UGC Ciné Cité Bercy,fr
4,2024-08-21T06:27:14.472Z,,0,Iréne Camara,4,0,UGC Ciné Cité Bercy,fr
5,2024-08-20T15:21:55.057Z,,0,Antoine Petrillo,48,0,UGC Ciné Cité Bercy,fr
5,2024-08-13T11:59:15.240Z,Nice atmosphere! We saw “Trap” and it was hard to make a choice of ice creams..Finally it became Haagen Dacz with caramel pecan. Priced down too! Anyway nice clean theatre and good service and clean toilets!,0,Gan van Samkar,40,107,UGC Ciné Cité Bercy,fr
4,2024-08-18T23:04:31.601Z,Pas chère et très bien,0,Gwenaelle,19,191,UGC Ciné Cité Bercy,fr
5,2024-08-18T22:32:56.867Z,Bien,0,Soraya,25,0,UGC Ciné Cité Bercy,fr
5,2024-08-18T20:40:40.463Z,,0,Arooba ko,1,0,UGC Ciné Cité Bercy,fr
1,2024-08-18T09:32:13.222Z,"Personnel peu compréhensif qui refuse un petit sac de voyage qui ne contenait que des habits et une trousse de toilette (après que nous ayons acheté les places évidemment)
La séance était dans 5 min, ils nous disent d'aller à un hôtel déposer le sac en consigne sans nous dire lequel (les hôtels ce n'est pas ce qui manque à bercy)
Nous avons perdu 20 min et pour finir la salle n'était pas climatisé, en plein été pour un film de 3h c'était très désagréable !
Heureusement que le film était bien ...",2,Solenn Gouadon,22,0,UGC Ciné Cité Bercy,fr
5,2024-08-17T21:57:04.792Z,,0,Dada Dada,1,0,UGC Ciné Cité Bercy,fr
5,2024-08-17T18:38:33.791Z,,0,Sitan MAZELIN KOÏTA,38,12,UGC Ciné Cité Bercy,fr
5,2024-08-17T14:21:42.549Z,,0,Mariama Jalo,4,3,UGC Ciné Cité Bercy,fr
5,2024-08-16T19:11:22.771Z,,0,robson machado,15,0,UGC Ciné Cité Bercy,fr
5,2024-08-16T16:27:34.848Z,"Person el accueillant, propre assez confortable , recommande",0,Laëtitia Bossus,83,9,UGC Ciné Cité Bercy,fr
5,2024-08-16T07:59:33.964Z,En replacement de min cinéma habituel c’était très bien,0,Jean Luc Ruffi,103,24,UGC Ciné Cité Bercy,fr
5,2024-08-15T22:07:17.203Z,It was a lovely cinema experience. Surround system was particularly awesome. The full price ticket is a bit on the expensive side. That’s all.,0,BADIH SALMAN,48,31,UGC Ciné Cité Bercy,fr
4,2024-08-13T16:25:46.161Z,"cinéma à l entrée de Paris, situé à proximité immédiate de la cour Saint Émilion",0,Célia Cossiaux,64,99,UGC Ciné Cité Bercy,fr
5,2024-08-15T17:10:53.774Z,Ce khaled est tout simplement excellent,0,Isaac De Gaston Koumous,5,0,UGC Ciné Cité Bercy,fr
5,2024-07-18T06:01:28.807Z,Top accueil malgré les machines à billetteries,0,alain madar,4,0,UGC Ciné Cité Bercy,fr
5,2024-07-17T15:25:15.442Z,Khaled nous a super bien accueilli avec des blagues et de la sympathie surtout en pleine journée de la part d’un personnel. Je vous souhaite de tomber sur une personne aussi agréable et bon vivant que lui !! Encore merci pour ce bel accueil !!,0,Benharoche Ava,1,0,UGC Ciné Cité Bercy,fr
5,2024-07-17T15:24:44.418Z,Notre cinéma préféré de Paris avec mes amis. Les prix étudiants sont les plus attractifs (5.90€) et pour les collations les prix sont les mêmes que dans la plupart des UGC. En revanche l'espace d'attentes et le confort des salles changent par rapport aux autres. Un bon cinéma proche des restaurants de bercy village.,0,Maëva,29,13,UGC Ciné Cité Bercy,fr
5,2024-07-17T14:28:35.613Z,"Khaled tellement souriant et sympa
Ça  fait du bien
Merci",0,Lynda Slama,13,0,UGC Ciné Cité Bercy,fr
5,2024-07-17T09:22:49.546Z,Khaked est vraiment adorable,0,Danny SW,1,2,UGC Ciné Cité Bercy,fr
5,2024-07-17T08:53:33.350Z,,0,Arthur,3,0,UGC Ciné Cité Bercy,fr
4,2024-07-14T22:05:28.491Z,,0,Patricia TRIQUET,12,0,UGC Ciné Cité Bercy,fr
4,2024-07-14T17:26:00.775Z,"Très grand cinéma mais difficile d'accès je trouve. Quand c'est la première fois et qu'on ne connait pas, c'est compliqué de trouver l'entrée.",0,Charlène B,122,43,UGC Ciné Cité Bercy,fr
4,2024-07-14T11:02:18.233Z,Les salles sont confortables et climatisées le cinéma est accessible aux PMR mais les prix d une place sont devenus exorbitants et ce dans toutes les salles et toutes les franchises C est un vrai luxe d aller voir un film en famille maintenant et c'est triste,0,Julie Alexis,72,0,UGC Ciné Cité Bercy,fr
3,2024-07-13T11:58:41.084Z,"Cinéma spacieux et propre, par contre leur nouveaux sièges courbés vers l’avant font super mal au dos. On est assis en ayant le haut du dos penché vers l’avant et le milieu en arrière, en mode bossu quoi. C’était dans la salle 13, j’espère que ce n’est pas comme ça dans toutes les salles 😅

PS : le comte de monte Cristo était incroyable",0,Anaïs Coulon,34,9,UGC Ciné Cité Bercy,fr
5,2024-07-13T09:43:14.372Z,,0,Flo Delrio,1,1,UGC Ciné Cité Bercy,fr
4,2024-07-13T07:52:51.518Z,RAS. Bien,0,Charline,464,1101,UGC Ciné Cité Bercy,fr
5,2024-06-22T20:51:48.108Z,,0,malo chauvin,7,2,UGC Ciné Cité Bercy,fr
5,2024-06-22T09:56:44.359Z,best Cineplex in town in my opinion :),0,Matthias Mau,5,0,UGC Ciné Cité Bercy,fr
5,2024-06-22T02:59:10.246Z,,0,karim,37,25,UGC Ciné Cité Bercy,fr
4,2024-06-21T19:56:45.382Z,,0,Shrey Goyal,29,588,UGC Ciné Cité Bercy,fr
5,2024-06-21T16:25:32.281Z,"L’accueil était super et le cinéma très calme, ce qui est rare de nos jours, une expérience à réitérer, une expérience fabuleuse et ce, notamment grâce à Noham qui nous a accueillis et redonné foi en le septième art !",0,Elyes 0202,4,1,UGC Ciné Cité Bercy,fr
5,2024-06-20T14:28:02.307Z,,0,Ethan,14,8,UGC Ciné Cité Bercy,fr
5,2024-06-20T13:39:33.654Z,"Pas chère pour les -26!!!! 6€ sinon ;)
Recommandé sans modération",0,Chris T.,39,0,UGC Ciné Cité Bercy,fr
5,2024-06-19T20:49:18.581Z,,0,Ludovic Jaffrenou,2,0,UGC Ciné Cité Bercy,fr
5,2024-06-19T12:11:48.696Z,,0,Théo Sergent,8,13,UGC Ciné Cité Bercy,fr
4,2024-06-18T22:05:21.347Z,,0,Robin Zecchinon,32,12,UGC Ciné Cité Bercy,fr
5,2024-06-18T19:15:44.292Z,,0,Guillaume R.,3,0,UGC Ciné Cité Bercy,fr
1,2024-06-17T09:51:12.492Z,,0,Alain Landau,9,1,UGC Ciné Cité Bercy,fr
5,2024-06-17T05:19:23.188Z,"Ce cinéma est immense et ultra moderne. Les coursives, les escalators : ça fait un peu labyrinthe et ce n'est pas très chaleureux. Les salles proprement dites sont confortables. Le personnel n'a pas l'air très sympa, en particulier au contrôle des billets : c'est dommage. A part ça, c'est un bon complexe avec une très large programmation. Et puis, après la séance, on peut aller boire un verre ou manger un morceau dans le quartier qui compte plein de petits restaurants et de bars.",0,Martine Breson,37,60,UGC Ciné Cité Bercy,fr
5,2024-06-17T02:22:54.680Z,,0,Maria Lima,6,1,UGC Ciné Cité Bercy,fr
5,2024-06-16T20:02:08.051Z,,0,Aymeric Melt,8,1,UGC Ciné Cité Bercy,fr
5,2024-06-16T16:08:53.506Z,Le cinéma UGC paris Bercy super,0,Evrard Fadmat,116,60,UGC Ciné Cité Bercy,fr
4,2024-06-16T09:00:45.026Z,Beau complexe cinématographique avec un très large choix de films. Petit bémol sur le confort des sièges pour les plus grands et le son un peu trop fort,0,HAL 2061,69,121,UGC Ciné Cité Bercy,fr
5,2024-06-15T08:04:37.875Z,,0,Jamie,33,30,UGC Ciné Cité Bercy,fr
